"Date","ES","NQ","RTY","IXT","ADBE","AMED","CMCSA","CRM","CSCO","DECK","FR","GNRC","GOOGL","HAE","IBM","INTC","JNJ","JPM","NVDA","PEP","POR","PYPL","TDOC","V"
2018-06-11,2783,7170.25,1676.4,719,251,81.980003,30.860722,133.979996,41.572197,121.25,32.072083,51.220001,1140.900024,93.470001,136.636169,52.54076,117.757469,105.473099,259.204803,98.630585,37.62788,83.889999,54.700001,132.618423
2018-06-12,2784,7199.5,1681.4,722.7,252.589996,80.389999,31.227198,136.259995,41.810081,120.800003,32.043427,51.139999,1148.189941,92,136.906464,52.829872,117.642258,104.864029,261.154175,99.844238,38.206913,85.019997,56.700001,133.55925
2018-06-13,2774.25,7204.25,1675.6,718.8,256.130005,82.110001,31.169329,136.5,41.876686,119.330002,31.508406,51.279999,1144.22998,91.75,136.421783,53.032246,117.728653,104.654663,260.975189,100.599182,38.406254,85.269997,59.049999,133.103683
2018-06-14,2783.25,7283.75,1686.2,723.7,258.100006,83.989998,32.615925,138.410004,42.523724,119.099998,31.775915,52.080002,1160.109985,95.75,135.349777,53.523735,117.517448,102.808426,265.460693,100.465401,38.81443,85.610001,60.599998,133.697906
2018-06-15,2776.5,7257.5,1677.75,720.8,251.820007,83.75,32.67379,138.410004,42.105053,118.809998,31.537069,52.560001,1159.27002,91.129997,135.526886,53.109337,117.709457,102.684708,263.819672,102.835358,39.298542,85.309998,60.849998,133.796951
2018-06-18,2779.75,7276,1699.6,723.8,255.690002,85.089996,31.420074,139.800003,42.066994,120.209999,31.737701,52.82,1183.579956,93.610001,134.678619,51.287956,116.471008,102.95118,263.650543,100.7043,39.412457,85.849998,62.150002,134.886322
2018-06-19,2766.25,7252.25,1698.8,719.5,251.740005,85.959999,31.641882,139.520004,41.695896,120.449997,31.537069,52.25,1178.689941,92.82,134.137955,51.008484,117.671043,102.351624,258.757324,101.258568,40.038948,84.519997,60.450001,133.806854
2018-06-20,2772,7313.25,1713.4,721.7,251.240005,87.75,32.201237,138.940002,41.619778,121.610001,31.594397,51.509998,1184.069946,91.870003,132.954132,51.519241,117.162239,102.342102,260.885681,101.115219,39.944023,85.949997,62.349998,134.193085
2018-06-21,2752.5,7237.75,1693.7,715.9,248.830002,87.93,31.622599,137.880005,41.06789,121.940002,31.603951,50.209999,1169.439941,93.529999,131.66774,50.295345,116.595818,102.31356,255.713913,102.481781,40.200321,85.970001,61.450001,133.232437
2018-06-22,2759.5,7222.75,1691.2,713,243.630005,86.900002,32.606285,135.009995,41.105953,119.169998,31.718597,50.459999,1169.290039,93.040001,131.695709,50.594093,117.93026,100.638634,249.587357,103.561638,40.604836,85.120003,61.599998,134.024719
2018-06-25,2722.25,7073.5,1662.3,698.9,239.679993,85.93,31.940849,133.190002,40.240063,116.059998,31.928774,50.029999,1139.280029,89.550003,129.374619,48.869068,117.690247,99.725021,237.821594,104.154121,41.016541,82.190002,59.549999,129.66716
2018-06-26,2728.5,7104,1674.6,701,242.25,86.879997,31.612949,135.479996,40.487457,118.669998,32.005211,50.720001,1132.619995,92.120003,129.644943,47.866829,117.459846,99.791649,240.67601,103.255836,40.863342,82.32,59.650002,131.271515
2018-06-27,2705,6998.25,1644.4,691.9,237.679993,85.379997,31.140398,133.220001,40.27813,115.419998,31.795027,50.759998,1116.939941,88.57,128.153488,46.989864,116.749428,98.249954,234.440033,103.466072,41.064411,80.669998,55.700001,129.756302
2018-06-28,2719.5,7060.5,1650.7,699.7,239.809998,85.980003,31.468294,135.119995,40.858547,116.010002,32.129208,51.299999,1126.780029,89.400002,130.53981,47.462078,117.123833,99.858269,239.552155,103.857887,41.026112,82.480003,57.700001,131.459702
2018-06-29,2721.5,7066.75,1647.5,699.8,243.809998,85.459999,31.641882,136.399994,40.944187,112.889999,32.061886,51.73,1129.189941,89.68,130.2229,47.90538,116.490227,99.163544,235.613632,104.039452,40.939941,83.269997,58.049999,131.17247
2018-07-02,2727.25,7116.5,1660,705.5,243.259995,87.739998,32.175396,140.429993,40.734859,114.529999,31.965725,51.5,1142.109985,89.959999,130.37204,48.37759,116.720619,100.001007,240.924637,104.670158,40.882496,83.889999,59.400002,131.222015
2018-07-03,2713.25,7023.75,1667.3,697,242.009995,91.809998,32.097794,137.839996,40.601643,115.440002,32.167667,51.639999,1116.280029,90.82,130.101715,47.674095,117.805466,98.602066,235.55397,103.972565,41.456955,83.269997,59.849998,130.182144
2018-07-05,2738.5,7125.75,1684.1,707.4,244.179993,90.389999,32.126892,139.770004,40.812611,114.760002,32.552334,52.970001,1141.290039,91.68,131.835541,48.907623,120.003929,99.243141,241.411987,104.689285,42.079296,84.589996,62.799999,132.004395
2018-07-06,2763,7233.5,1701,715.1,248.190002,90.25,32.573097,141.399994,40.956444,113.830002,32.571568,53.220001,1155.079956,93.010002,132.814301,49.505116,120.723953,99.568466,245.987015,104.698837,42.366516,85.940002,63.349998,132.796677
2018-07-09,2787.5,7300.25,1710.4,720.5,249.770004,91.970001,32.553699,141.759995,40.918091,114.279999,32.244602,53.669998,1167.280029,92.809998,134.594742,49.977329,121.011971,102.649483,247.896576,102.978706,40.777176,86.230003,65.150002,134.212891
2018-07-10,2796.75,7301.5,1700.2,722.3,248.630005,92.169998,32.34029,142.449997,41.100292,114.309998,32.119587,53.57,1167.140015,93.019997,134.893021,50.266434,122.288811,102.017975,251.874847,107.881088,40.892067,86.169998,62.200001,135.371597
2018-07-11,2774,7253.75,1686.7,718.4,248.119995,93.18,32.757401,145.25,40.822205,112.360001,32.052273,52.900002,1171.459961,93.349998,135.107422,49.34129,121.194366,101.797905,246.185928,107.546623,41.543125,86.25,62.700001,136.817551
2018-07-12,2798.5,7382.75,1692.3,730.9,254.869995,95.010002,33.514015,148.160004,41.790733,111.959999,32.234985,52.759998,1201.26001,94.970001,136.514984,50.449535,122.653618,102.238045,249.865829,106.581436,41.514404,89.129997,65.449997,138.550629
2018-07-13,2803.25,7393,1691.6,730.3,258.589996,93.989998,33.659515,147.610001,40.064632,111.910004,32.244602,53.009998,1204.420044,94.550003,136.002289,50.324265,120.896759,101.769196,247.966217,107.689957,41.533554,87.989998,66.099998,138.075272
2018-07-16,2796.5,7325,1683.2,728.4,254.679993,93.589996,33.921425,146.960007,40.755077,112.650002,31.888784,52.380001,1196.51001,94.559998,135.592148,50.121883,119.706322,105.807053,246.85228,107.947983,41.437805,87.769997,67.050003,137.124542
2018-07-17,2811.25,7421.75,1690.2,733.3,258.309998,93.339996,33.242405,147.020004,40.601643,115.400002,31.032906,50.419998,1213.079956,96.959999,133.755768,49.871323,123.949661,105.730499,252.312485,109.782791,41.188873,88.580002,68.300003,138.293152
2018-07-18,2816,7404.5,1694.2,732.1,259.779999,94.769997,33.019306,147.839996,40.476978,116.349998,30.888655,51.02,1212.910034,96.959999,134.715912,49.842415,122.692017,106.716042,250.333267,109.735008,42.002693,88.220001,69.150002,139.541
2018-07-19,2805.25,7367.75,1705.5,729.4,257.679993,95.389999,33.86322,147.160004,40.65918,118.870003,31.21562,51.41,1199.099976,98.839996,139.115723,50.092968,120.906364,105.146835,250.661499,110.633293,43.180336,87.379997,70.400002,138.778427
2018-07-20,2800.75,7360,1698.9,729.6,257.540009,95.599998,33.271507,146.869995,40.285191,117.599998,30.60977,50.869999,1197.880005,98.650002,136.421783,50.025513,120.819962,106.47683,249.527679,110.862648,42.529285,87.470001,68.550003,139.630142
2018-07-23,2812,7430.5,1702.7,733,259.470001,96.290001,33.145401,147.559998,40.333134,117.019997,30.503988,51.349998,1211,99.730003,135.815857,50.410995,121.568779,108.457489,248.05571,109.314537,42.462261,89.239998,69.550003,138.679382
2018-07-24,2821,7416.25,1682.2,737.2,257.48999,93.989998,32.388794,146,40.64959,114.610001,30.16741,51.610001,1258.150024,99.07,136.449722,50.285713,124.189667,109.222946,247.359528,109.649002,42.586727,91.410004,63.700001,138.679382
2018-07-25,2841.25,7469.5,1689.8,745.9,263.170013,95.760002,32.417892,148.869995,41.387974,118.599998,30.523226,51.869999,1275.939941,100.160004,136.673431,50.526638,123.479248,110.208504,250.502365,110.098145,42.902687,91.370003,66.900002,141.264206
2018-07-26,2842.5,7430.75,1701.1,735.3,261.929993,96.410004,33.708019,147.570007,41.742783,119.230003,30.984821,53.279999,1285.5,99.650002,136.757355,50.266434,125.072906,109.892746,253.456238,109.897469,43.400547,89.139999,65.900002,141.125565
2018-07-27,2817.5,7301.25,1661.9,722,254.809998,93.760002,34.028122,143.910004,40.822205,111.029999,30.60977,52.810001,1252.890015,98.830002,135.303177,45.949074,126.29216,111.021812,250.651566,109.209412,42.921829,85.459999,63.849998,139.352829
2018-07-30,2803.25,7200.5,1655,711,242.320007,93.440002,34.396721,138.029999,40.438618,110.779999,30.744406,52.900002,1230.040039,96.160004,135.620132,45.95871,126.887344,111.691597,242.804398,109.113846,43.055874,82.389999,61.049999,135.16362
2018-07-31,2817,7244.75,1672.4,712.7,244.679993,93.629997,34.70713,137.149994,40.553699,112.830002,31.30217,53.75,1227.219971,97.639999,135.098114,46.353828,127.223366,109.988426,243.530426,109.897469,43.429279,82.139999,59.849998,135.421127
2018-08-01,2810.75,7277,1668.1,718.6,248.009995,103.82,34.338524,137.679993,40.141354,112.809998,31.561821,54.470001,1232.98999,96.919998,133.765106,47.038052,127.33857,110.667778,245.131699,108.56913,42.845234,83.459999,61.849998,136.916565
2018-08-02,2828.5,7385.75,1684.8,728.1,252.220001,106.010002,33.601315,141.139999,40.78384,117.120003,31.542591,55.389999,1241.130005,97.349998,133.261749,47.683723,126.00412,111.136627,249.25914,109.601227,43.343105,85.529999,65.25,137.580078
2018-08-03,2839.5,7402,1675.3,730.5,253.279999,108.269997,34.348225,141.039993,41.071526,115.169998,31.811855,55.759998,1238.160034,96.709999,137.680191,47.828281,126.676155,112.036057,250.73111,111.139786,43.678204,85.190002,62.5,138.47142
2018-08-06,2850,7444,1686.9,734.8,254.110001,109.230003,34.260921,142.710007,41.522228,115.790001,31.677221,55.139999,1237.670044,97.110001,136.123474,47.799198,126.743355,112.064774,252.650635,112.171867,43.927139,85.769997,66,138.362473
2018-08-07,2859.75,7477.25,1691.5,737.3,253.389999,108.25,34.338524,144.440002,41.790733,116.870003,31.436804,55.68,1255.839966,105.510002,137.037003,48.187019,126.205727,112.476204,255.554779,109.152077,43.802666,86.300003,66.699997,138.926987
2018-08-08,2855.25,7471.5,1687.1,739.2,253.830002,110.209999,33.99902,145.169998,42.040062,119.209999,31.523355,55.540001,1261.329956,101.769997,136.92514,48.439102,125.927322,112.705849,257.016815,108.45446,43.88884,86.739998,69.349998,139.32312
2018-08-09,2853.75,7475.5,1693,739.6,253.800003,112.150002,34.425827,145.820007,41.982521,121.279999,31.456038,55.27,1264.459961,99.959999,136.406921,48.613628,125.956131,111.835114,255.067444,108.655144,44.262238,87.169998,69,138.659576
2018-08-10,2836.75,7427,1687.3,733.8,253.699997,113.940002,34.028122,145.509995,41.982521,121.410004,31.19639,54.689999,1252.51001,99.739998,136.133652,47.362888,125.524117,110.734764,253.406479,107.861977,43.754799,87.010002,71.849998,138.382263
2018-08-13,2825.5,7417,1677.1,732.7,253.539993,113.900002,33.989323,144.449997,41.953754,119.449997,31.109838,53.900002,1248.640015,100.110001,134.465912,46.975075,125.015297,108.974182,254.729279,108.005318,43.793102,87.010002,69.5,138.857666
2018-08-14,2841,7457.75,1696.6,737.1,256.049988,116.730003,34.328819,146.570007,42.193485,120.160004,31.21562,54.869999,1258.140015,103.300003,135.078354,46.655121,124.324074,109.701385,260.010437,108.081772,44.252666,87.730003,71.699997,139.402359
2018-08-15,2821.25,7374,1673.8,730.4,250.520004,116.129997,33.921425,145.039993,42.059238,118.639999,31.513735,54.130001,1232.219971,103.379997,135.596573,46.015209,125.216904,108.792381,257.673218,108.416245,44.654789,85.190002,70.75,138.57045
2018-08-16,2844.75,7389,1689.2,732.8,248.889999,117.540001,34.590733,145.729996,43.305862,118.599998,31.725302,54.799999,1224.060059,103.32,136.943985,45.734035,127.184959,109.8162,256.042084,109.18074,45.257973,85.32,72.599998,139.502777
2018-08-17,2852.25,7387.75,1696.9,734.1,245.699997,119.300003,34.532524,145.020004,43.98671,119.540001,32.167667,54.799999,1215.849976,103.510002,137.622406,45.666164,129.095413,109.8162,243.490646,109.859253,45.353714,85.449997,73.949997,140.177231
2018-08-20,2858.5,7387,1699.2,733.5,249.759995,119.510002,34.367626,145.710007,44.322342,119.290001,32.119587,54.66,1221.949951,103.879997,138.046387,45.084435,131.409103,109.672668,246.494232,109.74456,45.238827,85.75,75.300003,139.790421
2018-08-21,2861.75,7397.5,1717.2,734.7,251.5,119.919998,34.668331,145.529999,43.900402,118.75,31.21562,55.740002,1217.410034,104.900002,137.537582,46.170338,129.940262,110.342461,251.944489,108.674263,45.257973,86.220001,74.849998,138.897751
2018-08-22,2861.25,7433.25,1723.3,736.5,255.539993,121.839996,34.416126,146.460007,44.10178,119.080002,30.744406,56.110001,1221.75,106,136.849777,45.617687,129.229828,110.007561,261.392883,107.259926,44.444157,86.949997,75.699997,139.988785
2018-08-23,2858,7424.5,1717.6,737.4,257,123.730003,34.251225,147.830002,44.130558,121.480003,30.600155,54.259998,1221.160034,106.790001,136.972244,45.54982,129.709854,109.777924,265.391083,106.963684,44.415432,87.379997,75.800003,140.940948
2018-08-24,2876.75,7495.75,1726.8,745.4,261.51001,124.489998,35.40554,152.300003,44.418236,118.040001,30.946358,54.360001,1236.75,106.860001,137.603531,46.209122,130.516281,109.730087,270.741882,107.173927,44.606918,90.099998,75.75,143.023819
2018-08-27,2898.5,7568,1731.1,752.2,262.399994,124.760002,35.337646,151.679993,44.677151,117.419998,31.004057,54.790001,1256.27002,107.790001,138.215988,46.878117,130.39064,111.672455,274.401886,107.422386,44.348412,89.970001,74.050003,144.21405
2018-08-28,2899.25,7578,1729.5,753.3,263.040009,122.849998,35.260036,152.990005,45.022369,118.25,31.456038,55.07,1245.859985,109.050003,138.121765,47.091419,129.810776,111.12706,272.890106,106.237396,44.195217,90.610001,74.5,144.015671
2018-08-29,2914.75,7668.75,1736.6,760,268.359985,122.980003,35.648045,154.800003,45.530609,118.620003,31.532969,55.32,1264.650024,109.690002,139.016876,47.265938,130.332657,110.763466,277.129333,107.078362,44.520748,92.620003,74.050003,145.830734
2018-08-30,2902,7649,1734.9,757.7,266.429993,122.5,35.580143,152.139999,45.214161,119,31.186775,54.93,1254.439941,109.400002,137.499893,46.771469,130.419632,110.218063,276.452637,106.992348,44.702663,92.089996,75.949997,145.543106
2018-08-31,2902,7661.25,1740.6,758.7,263.51001,125.010002,35.880852,152.679993,45.808704,121.839996,31.21562,55.490002,1231.800049,111.639999,138.018112,46.955681,130.168365,109.634392,279.308594,107.040138,44.425007,92.330002,77.550003,145.691879
2018-09-04,2898.25,7638.75,1734.6,755.8,266.679993,124.879997,35.289143,153.210007,45.77034,120.93,30.60977,54.939999,1211.310059,112.559998,137.264313,46.499992,129.230942,110.179794,282.313843,106.074951,44.415432,93.07,79.150002,146.594467
2018-09-05,2888.25,7531.75,1728.7,745.2,256.140015,120.529999,35.192135,148.649994,45.329231,119.339996,30.907888,54.900002,1199.099976,111.110001,138.187729,46.267292,131.299088,109.643959,277.059662,108.100883,45.190952,89.050003,77.300003,141.506302
2018-09-06,2879,7457.5,1715.2,740.3,259.75,123.510002,34.842934,148.830002,45.338814,118.760002,31.061754,55.5,1183.98999,111.139999,137.933334,45.821301,132.275177,109.175125,271.387512,109.361191,45.353714,89,76.449997,143.321381
2018-09-07,2874.75,7438.5,1715.8,737.7,260.869995,121.949997,35.085434,150.429993,45.118263,117.620003,30.744406,55.720001,1177.589966,112.019997,137.047623,45.035961,132.710068,109.385628,270.531708,108.628891,45.037766,88.82,77.050003,142.031982
2018-09-10,2880.25,7460.25,1719.7,740.1,265.369995,124.010002,35.269741,151.320007,45.137447,118.739998,30.79249,58.830002,1175.060059,112.059998,137.236069,44.890518,132.603775,108.801949,273.387665,109.428642,45.190952,89.800003,77.150002,142.9048
2018-09-11,2889.75,7512,1720.9,746.1,267,124.910004,35.211533,152.839996,45.099083,118.360001,30.802105,59.439999,1189.98999,111.589996,138.027542,43.562229,133.860123,109.490883,271.467102,109.19738,44.932449,91.43,78.150002,144.303314
2018-09-12,2888.5,7485.75,1716.6,743.2,267.790009,121.540001,35.007835,155.369995,44.964832,118.150002,30.715557,58.139999,1171.599976,111.209999,138.102936,43.562229,134.68158,108.199142,266.889587,109.698418,44.779255,92.400002,76.949997,145.374496
2018-09-13,2905.25,7564.5,1715,751.1,268.519989,120,35.929348,158.179993,45.300468,117.160004,30.898272,57.66,1182.140015,111.860001,140.345428,44.182747,135.193787,108.62014,270.014282,110.796852,45.04734,92.190002,77.75,146.425842
2018-09-14,2906.25,7544.75,1723.7,751,274.690002,120.339996,35.851746,157.490005,45.453896,113.669998,30.686707,57.5,1177.97998,114.449997,139.761246,44.15366,134.80722,108.601006,275.079376,110.392159,44.875,90.779999,77.300003,146.634125
2018-09-17,2891,7436.25,1704.3,741.5,268.25,119.489998,35.851746,154.919998,45.1758,112.440002,30.84057,58.150002,1159.829956,108.68,139.393784,44.037312,135.261444,108.926346,272.591583,111.19191,45.028191,88.68,74.599998,144.987671
2018-09-18,2906.5,7495.25,1713,746.1,270.790009,120.099998,36.608364,156,45.511433,112.120003,30.436674,58.459999,1167.109985,109.779999,139.977982,44.696609,135.821976,109.366486,269.695801,109.823685,44.980324,89.720001,76.949997,146.425842
2018-09-19,2910,7497.5,1705,744.2,264.880005,117.879997,36.200951,152.899994,45.338814,112.68,30.109705,57.32,1174.27002,109.769997,140.449081,44.74509,135.744659,112.543182,270.651154,109.62133,43.582462,89.309998,75.449997,146.21756
2018-09-20,2934,7579.75,1723.5,752.7,266.339996,119.559998,36.676262,155.5,45.77034,112.489998,30.677088,58.02,1191.569946,111.080002,142.41835,45.763123,137.213638,113.50959,264.978973,111.018463,44.013313,90.599998,75.400002,148.022736
2018-09-21,2943,7589,1720.35,752.7,260.880005,118.550003,36.763569,155.520004,46.566269,111.129997,30.590538,57.970001,1172.119995,111.57,142.606812,45.239567,138.083435,112.76326,262.162811,110.719772,43.860123,90.620003,78.099998,148.826111
2018-09-24,2925.5,7586,1709.4,755.6,264.089996,121.510002,34.56163,158.779999,46.451191,111.639999,30.003923,58.189999,1179.560059,112.769997,141.363037,45.481949,135.754333,111.682022,264.401825,108.176025,43.978336,89.620003,78.5,147.893784
2018-09-25,2921.25,7595.25,1714.5,754.6,267.839996,123.480003,34.338524,158.869995,46.479961,113.470001,29.984692,58,1193.890015,113.629997,140.30777,44.512398,133.985764,111.366264,267.098572,107.886978,43.042217,90.040001,80.75,148.359955
2018-09-26,2911.5,7590.25,1695.2,751.2,268.470001,122.099998,34.309422,158.330002,46.422428,115.720001,29.600025,57.169998,1194.060059,112.959999,142.851776,44.308784,133.521881,110.055405,265.615845,107.434113,42.945713,89.849998,78.550003,148.05246
2018-09-27,2920,7657.25,1696.5,755.7,269.910004,122.220001,34.163921,160.429993,46.345711,116.370003,29.810675,56.299999,1207.359985,113.150002,142.748138,44.483311,133.579865,109.576981,266.093506,107.000526,43.35104,88.989998,82.5,148.796356
2018-09-28,2919,7655.25,1700.8,758.7,269.950012,124.959999,34.348225,159.029999,46.652576,118.580002,30.41115,56.41,1207.079956,114.580002,142.474899,45.850388,133.531525,107.969505,279.646942,107.723183,44.016945,87.839996,86.349998,148.865768
2018-10-01,2930,7675.5,1678.7,762.2,275.48999,123.559998,34.454926,159.860001,46.863537,116.440002,30.285248,56.490002,1208.530029,116.629997,144.161469,45.035961,135.000519,108.601006,287.946198,106.672928,43.930084,87.550003,83.720001,149.560089
2018-10-02,2928.5,7652.75,1660.5,762.5,272,117.889999,34.815769,157.259995,46.997787,109.629997,30.323982,55.209999,1207.640015,113.059998,144.868149,46.635731,135.763992,109.05072,285.080292,104.755501,44.036247,86.68,80.370003,148.449219
2018-10-03,2931.5,7664.75,1678.3,764.9,270.51001,118.739998,34.318394,159.100006,47.122456,110.379997,30.207762,55.41,1211.530029,112.269997,144.368744,47.275635,134.362671,110.074547,285.329041,103.599243,43.756374,87.150002,79.900002,148.151642
2018-10-04,2907.75,7514.25,1650.6,751,263.709991,115.309998,34.337902,154.899994,46.707321,106.980003,29.878473,56.029999,1177.069946,109,142.569092,46.664814,134.671936,111.066971,277.925446,102.722427,43.756374,84.339996,78.07,145.562943
2018-10-05,2894,7436,1639.4,741.3,263.220001,115.75,33.703999,155.070007,46.465965,109.580002,29.936581,56.130001,1167.829956,108.709999,140.420822,45.598301,134.430328,110.440681,268.541443,102.606804,44.393318,83.18,75.830002,144.174362
2018-10-08,2893.75,7391.75,1634,733.1,254.690002,116.830002,34.30864,148.649994,45.877052,109.32,30.508001,57.040001,1155.920044,109.5,139.817764,45.598301,134.710587,111.115166,264.471466,104.24482,44.798653,80.550003,71,140.732666
2018-10-09,2888.25,7399,1626.8,735.4,254.160004,118.860001,34.562202,148.5,45.848091,109.269997,30.759813,57.049999,1145.170044,108,138.734222,45.132912,134.526947,110.344322,264.242615,104.177368,45.232933,80.029999,69.25,141.149246
2018-10-10,2781,7032,1570.5,700.7,237.910004,117.32,33.430931,137.809998,44.052395,102.489998,30.052803,57.049999,1092.160034,105.669998,134.447052,43.436184,133.106293,107.405548,244.489578,103.425812,44.95306,75.449997,63.43,134.414612
2018-10-11,2745.5,7031,1553.7,692,238.589996,113.489998,32.836044,139.240005,42.594604,103.790001,28.9487,54.470001,1090.73999,106.400002,130.989075,42.883541,129.346893,104.187317,233.981171,101.228951,43.910786,75.900002,62.43,132.639206
2018-10-12,2768.5,7172.25,1549.4,712.9,248.869995,109.279999,33.762508,146.740005,44.129635,104.389999,28.745317,54.630001,1120.540039,106.480003,132.713348,43.513752,129.375885,103.050354,245.335419,101.440933,43.495804,79.029999,65.940002,138.917603
2018-10-15,2749,7076.5,1550.7,701.1,238.009995,107.790001,34.220875,141.949997,43.125587,105.93,28.880909,55.509998,1102.439941,107.019997,132.977203,43.174404,129.453217,102.462593,234.22995,101.778152,43.891476,77.230003,66.370003,136.110672
2018-10-16,2817.75,7353.75,1600.7,722.4,260.670013,108.730003,35.108334,147.440002,44.235832,110.870003,29.558863,57.18,1133.079956,111.339996,136.736679,44.541481,131.975601,104.659454,244.628906,103.473984,44.576687,80.610001,70.870003,140.583893
2018-10-17,2816.25,7313.25,1594.1,719,258.910004,110.620003,35.498428,147.009995,44.351681,110.400002,29.500751,56.299999,1127.589966,110.589996,126.306183,44.493004,134.778244,105.82534,241.872421,104.360443,44.692493,80.089996,69.949997,141.288101
2018-10-18,2772.25,7137.75,1562.2,704.2,250.350006,112.360001,35.049816,142.839996,43.888271,109.860001,29.49107,56.5,1097.910034,108.510002,123.008369,43.601017,134.816895,104.148773,238.35968,103.994286,44.982018,77.480003,68.230003,138.153854
2018-10-19,2767.5,7106.5,1542.7,704.4,245.029999,108.230003,35.088829,140.490005,43.77243,106.410004,29.684769,55.950001,1105.180054,106.309998,121.642143,42.660542,134.381989,103.975349,228.050293,106.268242,45.261887,84.779999,67.089996,138.937439
2018-10-22,2756.5,7155.25,1542.2,709.8,251.059998,108.639999,34.864525,142.949997,44.177902,109.699997,29.432955,55.130001,1111.369995,107.470001,122.508987,43.63979,134.024414,102.481865,230.090286,105.410698,44.721443,85.43,69.139999,139.492874
2018-10-23,2746.25,7140.25,1531.2,706.9,251.759995,108.910004,34.767006,140.660004,43.849659,109.5,29.558863,53.240002,1114.910034,106.519997,123.630249,43.145317,134.266022,101.412331,219.979904,106.114075,44.123104,87.57,67.18,137.985245
2018-10-24,2664.25,6836.25,1469.8,676.2,238.440002,106.120003,33.274895,133.259995,42.546333,106.650002,29.70414,50.330002,1057.119995,103.709999,119.861313,41.128639,132.855042,99.523804,198.435699,108.840881,44.914459,83.089996,62.150002,133.164917
2018-10-25,2688.25,6926.5,1495.1,698,252.919998,109.080002,34.952293,140.800003,43.897934,108.949997,30.508001,50.849998,1103.589966,102.389999,119.145218,42.961105,133.821472,101.03656,206.824493,108.734879,44.316116,85.959999,65.959999,139.37384
2018-10-26,2669.5,6893.25,1490.9,683.6,245.800003,98.199997,34.367161,135.520004,42.720112,115.690002,29.752563,49.73,1083.75,103.370003,117.581116,44.299091,132.371826,99.649063,197.321152,106.422401,42.993969,83.370003,62.509998,136.616531
2018-10-29,2643.5,6736.25,1480.2,672.3,239.75,100.889999,35.098579,130.990005,42.324291,121.760002,30.149652,49.189999,1034.72998,100.620003,112.728622,44.017921,132.932358,101.026924,184.713074,108.773422,43.68882,81.150002,63.220001,133.234344
2018-10-30,2685.25,6815.25,1512,680.3,238.410004,115.18,36.775978,132.169998,43.038708,128.949997,30.323982,50.34,1049.51001,104.330002,108.733559,46.306076,136.024918,102.809456,202.008148,109.62133,44.065193,80.900002,67.190002,131.677109
2018-10-31,2711,6975.5,1511.9,696.1,245.759995,110,37.195328,137.240005,44.168251,127.169998,29.733196,50.73,1090.579956,104.470001,108.761826,45.452869,135.290451,105.044861,209.799911,108.282021,43.505455,84.190002,69.339996,136.725632
2018-11-01,2738,7077.75,1542.1,704.5,245.279999,113.660004,37.010036,139.589996,44.071709,131.720001,30.081856,53.720001,1085.97998,106.800003,110.080948,46.752075,136.092575,105.006332,217.044327,107.443764,43.495804,85.040001,69.519997,139.68132
2018-11-02,2724.25,6980.25,1549.6,689.4,239.639999,108.440002,36.727215,136.789993,43.907585,131.690002,29.91721,52.27,1071.48999,105.339996,108.987953,45.675865,135.95726,104.428207,213.869919,107.116142,43.235233,83.510002,72.510002,138.639877
2018-11-05,2739.5,6949.5,1549.8,689.8,239.889999,109.669998,37.0783,135.440002,44.544769,133.940002,30.139969,52.650002,1055.72998,105.449997,113.124352,46.509686,137.426224,105.112312,210.735321,110.218735,43.621262,84.050003,63.34,138.659714
2018-11-06,2759,7016.5,1559.5,694.4,240.559998,111.970001,36.795483,133.949997,44.892323,132.100006,30.430519,54.110001,1069.569946,108.809998,116.007591,46.099903,137.783844,105.603729,210.028793,111.008827,44.412617,84.690002,63.41,139.641647
2018-11-07,2816.5,7218.5,1584.2,714.1,253.429993,118.169998,37.351368,141.789993,46.243919,135.270004,31.040682,56.130001,1108.23999,115.089996,117.62822,47.534126,139.890656,107.415184,212.745438,111.394234,44.740749,88.230003,68.279999,143.599091
2018-11-08,2808.75,7166,1582.1,713.2,249.960007,119.040001,37.351368,141.869995,46.765247,136.279999,30.972885,54.75,1094.630005,115.080002,117.733185,47.797554,140.42218,108.282356,204.983551,111.827835,44.856552,89.040001,65.330002,144.045425
2018-11-09,2779,7031.25,1551.7,701.7,244.839996,120.5,37.390373,136.919998,45.481232,134.110001,30.711386,54.509998,1077.02002,111.610001,117.885872,46.938976,140.460831,107.232101,204.665115,113.196053,45.049568,86.760002,62.490002,142.756012
2018-11-12,2727.75,6835,1520.4,676.6,236.669998,117.220001,37.058796,130.5,44.042744,132.669998,30.817923,53.580002,1049.359985,105.260002,115.366692,45.514511,140.73143,104.977425,188.613922,112.704651,45.213627,83.779999,60.560001,138.580368
2018-11-13,2727.5,6853,1517.4,677.7,238.740005,116.400002,36.785736,132.160004,43.560032,130.669998,30.740446,54.900002,1047.969971,106.32,115.309433,46.2365,139.822983,105.594086,198.336197,112.868446,45.840927,83.779999,58.509998,138.580368
2018-11-14,2698.5,6768.25,1499.8,668.9,235.220001,117.099998,37.341614,129.350006,42.797348,129.919998,30.614536,55.549999,1054.579956,106.309998,114.69873,45.943806,139.407425,103.416496,196.226547,112.396317,45.744423,84.050003,57.400002,138.352234
